month_full,product_pack,active_ingredients,dosage,value,quantity,shortage,base_no_shortage_estimate,price_per_piece,xaxis_months
2014-01-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,134831.38,1972537,,134831.38,0.0683542970296628,Jan 14
2014-02-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,122818.59,1798512,,122818.59,0.0682890022418533,Feb 14
2014-03-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,135355.48,1976545,,135355.48,0.0684808491585064,Mar 14
2014-04-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,130669.05,1983265,,130669.05,0.0658858246376556,Apr 14
2014-05-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,137425.63,2087247,,137425.63,0.0658406168508088,May 14
2014-06-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,130474.44,1980017,,130474.44,0.065895616047741,Jun 14
2014-07-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,145317.66,2139696,,145317.66,0.0679150963501357,Jul 14
2014-08-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,137332.82,2017315,,137332.82,0.0680770330860575,Aug 14
2014-09-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,141917.33,2088296,,141917.33,0.0679584359688473,Sep 14
2014-10-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,166280.2,2178318,,166280.2,0.0763342175017605,Oct 14
2014-11-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,153477.79,2006350,,153477.79,0.076496020136068,Nov 14
2014-12-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,174020.06,2276485,,174020.06,0.0764424364755314,Dec 14
2015-01-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,142506.68,2141867,,142506.68,0.0665338604124346,Jan 15
2015-02-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,133404.91,2005787,,133404.91,0.06651000829101,Feb 15
2015-03-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,148271.52,2233521,,148271.52,0.0663846545432078,Mar 15
2015-04-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,149868.1,2218510,,149868.1,0.0675534931102407,Apr 15
2015-05-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,148297.54,2196411,,148297.54,0.0675181193319465,May 15
2015-06-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,154385.82,2284295,,154385.82,0.067585762784579,Jun 15
2015-07-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,157526.07,2406922,,157526.07,0.0654471021495503,Jul 15
2015-08-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,143704.24,2193098,,143704.24,0.0655256810229183,Aug 15
2015-09-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,153604.56,2350192,,153604.56,0.0653583026408055,Sep 15
2015-10-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,820498.6,2332965,TRUE,152478.632520407,0.351697775148791,Oct 15
2015-11-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,810750.43,2301542,TRUE,150424.878576525,0.352264016906926,Nov 15
2015-12-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,903610.7,2562432,TRUE,167476.206152485,0.352637923660023,Dec 15
2016-01-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,812933.01,2305212,TRUE,150664.743547217,0.352649999219161,Jan 16
2016-02-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,735038.16,2276098,TRUE,148761.901924132,0.322937834838395,Feb 16
2016-03-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,871116.76,2471666,TRUE,161543.894454989,0.352441130800035,Mar 16
2016-04-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,663103.44,2497318,,163220.465634331,0.265526232542271,Apr 16
2016-05-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,644392.26,2427344,,158647.083765343,0.265472162165725,May 16
2016-06-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,601405.49,2509394,,164009.732497022,0.239661643408727,Jun 16
2016-07-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,799468.8,2476689,,161872.189209154,0.322797412190227,Jul 16
2016-08-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,811909.81,2515747,,164424.953793699,0.322731105313849,Aug 16
2016-09-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,821731.77,2545572,,166374.265169961,0.322808300059869,Sep 16
2016-10-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,501839.06,2452835,,160313.13225796,0.204595523139551,Oct 16
2016-11-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,523741.96,2559502,,167284.706325747,0.204626509375652,Nov 16
2016-12-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,550217,2689379,,175773.246597827,0.204588866054208,Dec 16
2017-01-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,548830.76,2479840,,162078.133220775,0.22131700432286,Jan 17
2017-02-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,528391.07,2388619,,156116.083495578,0.221211951340921,Feb 17
2017-03-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,608162.62,2747390,,179564.747092323,0.221360134527679,Mar 17
2017-04-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,425452.73,2486120,,162488.583361359,0.171131212491754,Apr 17
2017-05-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,459736.86,2693629,,176051.01938405,0.170675642414007,May 17
2017-06-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,462259.06,2708905,,177049.432815191,0.170644249244621,Jun 17
2017-07-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,405339.83,2651298,,173284.337074962,0.152883542325306,Jul 17
2017-08-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,371844.16,2698315,,176357.288390225,0.137806060448836,Aug 17
2017-09-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,364322.65,2649053,,173137.607685534,0.137529392579159,Sep 17
2017-10-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,471579.67,2688721,,175730.240834689,0.175391820125629,Oct 17
2017-11-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,485781.04,2771595,,181146.744807743,0.175271293244504,Nov 17
2017-12-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,494396.15,2820580,,184348.321262603,0.175281732835091,Dec 17
2018-01-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,356922.6,2805343,,183352.456805265,0.127229575848657,Jan 18
2018-02-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,327445.39,2573696,,168212.402073431,0.127227687341473,Feb 18
2018-03-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,366329.07,2879088,,188172.304833511,0.127237885747153,Mar 18
2018-04-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,398648.89,2804651,,183307.228859838,0.142138501367906,Apr 18
2018-05-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,417410.83,2937466,,191987.791825076,0.142098948549532,May 18
2018-06-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,405436,2854675,,186576.712591142,0.142025274330703,Jun 18
2018-07-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,309301.75,2888866,,188811.378316733,0.107066838683414,Jul 18
2018-08-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,368825.92,2994095,,195688.967145323,0.123184441375441,Aug 18
2018-09-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,342797.54,2782638,,181868.496543806,0.123191568576293,Sep 18
2018-10-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,844006.56,3003422,TRUE,196298.564034053,0.281014975584517,Oct 18
2018-11-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,696206.44,2985707,TRUE,195140.741702772,0.233179759433863,Nov 18
2018-12-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,666669.23,3023604,TRUE,197617.62529795,0.220488274919599,Dec 18
2019-01-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,549534.54,3063430,TRUE,200220.585058923,0.179385375216669,Jan 19
2019-02-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,382381.39,2806474,TRUE,183426.377045552,0.136249753249095,Feb 19
2019-03-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,482537.19,3044524,TRUE,198984.920989196,0.158493475498961,Mar 19
2019-04-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,420775.7,3044981,,199014.789733503,0.138186642215502,Apr 19
2019-05-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,449140.47,3252318,,212565.984128139,0.138098571541897,May 19
2019-06-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,421951.83,3026633,,197815.595596649,0.139412948315835,Jun 19
2019-07-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,424299.1,3107324,,203089.422395038,0.136548071588286,Jul 19
2019-08-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,514668.17,3364628,,219906.375097728,0.152964360398832,Aug 19
2019-09-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,473060.51,3096169,,202360.35052908,0.152788982125976,Sep 19
2019-10-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,393770.47,3330599,,217682.297417164,0.118228123529731,Oct 19
2019-11-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,380994.06,3223893,,210708.174375574,0.118178258397534,Nov 19
2019-12-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,395875.71,3351195,,219028.417018354,0.118129714922587,Dec 19
2020-01-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,360854.5,3416282,,223282.392862336,0.105627843368902,Jan 20
2020-02-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,332760.87,3153886,,206132.6356826,0.105508211140162,Feb 20
2020-03-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,394374.78,3737127,,244252.277473126,0.105528867496341,Mar 20
2020-04-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,322723.7,3355706,,219323.248321567,0.0961716252854094,Apr 20
2020-05-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,313832.81,3265357,,213418.191036273,0.0961098005516702,May 20
2020-06-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,359568.94,3366496,,220028.464407061,0.106808069874433,Jun 20
2020-07-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,343330.89,3521042,,230129.328646987,0.0975083199802786,Jul 20
2020-08-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,311051.96,3195447,,208848.992098654,0.09734223725194,Aug 20
2020-09-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,334904.22,3440474,,224863.540919823,0.0973424650208082,Sep 20
2020-10-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,298369.55,3490473,,228131.39069356,0.085481122472513,Oct 20
2020-11-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,287544.18,3365381,,219955.589899617,0.0854417909888955,Nov 20
2020-12-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,316759.23,3706096,,242224.143983879,0.0854697854561782,Dec 20
2021-01-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,328542.91,3406725,,222657.763563998,0.0964395159574078,Jan 21
2021-02-01,Lercanidipine 20mg tablets,Lercanidipine,Tablet,312560.96,3244455,,212052.071794475,0.0963369687667112,Feb 21
2014-01-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,583303.5,5805888,,583303.5,0.100467577052813,Jan 14
2014-02-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,533482.99,5306182,,533482.99,0.100539896671467,Feb 14
2014-03-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,579938,5781234,,579938,0.100313877625434,Mar 14
2014-04-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,534947.56,5848728,,534947.56,0.0914639148888442,Apr 14
2014-05-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,562307.82,6153236,,562307.82,0.0913840814816789,May 14
2014-06-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,537025.53,5878113,,537025.53,0.0913601916125124,Jun 14
2014-07-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,586799.26,6386334,,586799.26,0.0918835845416165,Jul 14
2014-08-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,555540.23,6038386,,555540.23,0.0920014437632838,Aug 14
2014-09-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,581633.79,6333199,,581633.79,0.091838862161129,Sep 14
2014-10-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,657990.07,6692003,,657990.07,0.0983248318926336,Oct 14
2014-11-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,603978.3,6172462,,603978.3,0.0978504687432665,Nov 14
2014-12-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,705006.75,7166176,,705006.75,0.0983797704661454,Dec 14
2015-01-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,676563.42,6777109,,676563.42,0.0998306829652585,Jan 15
2015-02-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,635887.47,6385370,,635887.47,0.0995850624161169,Feb 15
2015-03-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,709140.02,7120417,,709140.02,0.0995924845412846,Mar 15
2015-04-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,715141.52,7185812,,715141.52,0.0995213234078487,Apr 15
2015-05-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,709481.76,7138903,,709481.76,0.0993824625436149,May 15
2015-06-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,746719.52,7519004,,746719.52,0.0993109619305961,Jun 15
2015-07-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,801668.03,8024143,,801668.03,0.099906996921665,Jul 15
2015-08-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,734884.68,7358333,,734884.68,0.0998710822138656,Aug 15
2015-09-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,791805.26,7926964,,791805.26,0.0998875811723126,Sep 15
2015-10-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,832759.93,8151204,,832759.93,0.102164039815468,Oct 15
2015-11-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,807144,7902408,,807144,0.102138993582716,Nov 15
2015-12-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,921838.32,9019986,,921838.32,0.102199528912794,Dec 15
2016-01-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,711371.71,8036182,,711371.71,0.0885211049227108,Jan 16
2016-02-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,722515.48,8167003,,722515.48,0.0884676398429143,Feb 16
2016-03-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,769859.39,8686388,,769859.39,0.0886282526177739,Mar 16
2016-04-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,796503.21,8946524,,796503.21,0.0890293492757634,Apr 16
2016-05-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,772779.05,8685142,,772779.05,0.0889771347434504,May 16
2016-06-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,737138.92,9160574,,737138.92,0.0804686387556064,Jun 16
2016-07-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,705037.24,9064212,,705037.24,0.0777825187672133,Jul 16
2016-08-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,724908.14,9297512,,724908.14,0.0779679703559404,Aug 16
2016-09-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,738860.03,9489889,,738860.03,0.0778576050784156,Sep 16
2016-10-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,700431,9330418,,700431,0.0750696271056666,Oct 16
2016-11-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,732380.59,9746299,,732380.59,0.0751444820233814,Nov 16
2016-12-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,770719.93,10248468,,770719.93,0.0752034284538919,Dec 16
2017-01-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,676201.68,9659561,,676201.68,0.0700033552249424,Jan 17
2017-02-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,642923.64,9185151,,642923.64,0.0699959793801975,Feb 17
2017-03-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,751018.36,10739902,,751018.36,0.0699278596769319,Mar 17
2017-04-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,662487.47,9658102,,662487.47,0.0685939608009938,Apr 17
2017-05-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,729939.84,10626635,,729939.84,0.0686896501103124,May 17
2017-06-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,739372.65,10796203,,739372.65,0.0684845079330205,Jun 17
2017-07-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,723407.87,10642474,,723407.87,0.0679736563133723,Jul 17
2017-08-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,669761.69,10893768,,669761.69,0.0614811780460168,Aug 17
2017-09-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,873571.25,10769739,TRUE,662136.240968131,0.0811135023792127,Sep 17
2017-10-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,976845.84,11075014,TRUE,680904.907596128,0.0882026731523771,Oct 17
2017-11-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,772869.23,11268221,TRUE,692783.501562865,0.0685883982928627,Nov 17
2017-12-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,960944.07,11485857,TRUE,706164.019228088,0.0836632451544539,Dec 17
2018-01-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,773875.62,11633140,TRUE,715219.15157424,0.0665233651447503,Jan 18
2018-02-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,695787.99,10588362,TRUE,650984.969337678,0.0657125238067984,Feb 18
2018-03-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,754616.55,11865542,,729507.50031449,0.0635973097562674,Mar 18
2018-04-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,881677.3,11588445,,712471.250321473,0.0760824510967606,Apr 18
2018-05-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,926297.22,12185837,,749199.614236739,0.0760142467029553,May 18
2018-06-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,910510.06,11976429,,736324.963704479,0.0760251707750282,Jun 18
2018-07-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,783028.53,12252679,,753309.139139691,0.0639067203180627,Jul 18
2018-08-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,925429.68,12594302,,774312.523627305,0.07348002930214,Aug 18
2018-09-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,868122.24,11825185,,727026.304412087,0.073412994384443,Sep 18
2018-10-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,846546.87,12910961,,793781.091986179,0.0655680758388163,Oct 18
2018-11-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,757597.89,12722866,,757597.89,0.0595461659346251,Nov 18
2018-12-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,767299.46,12875419,,767299.46,0.0595941351500872,Dec 18
2019-01-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,742235.18,13164671,,742235.18,0.0563808377740697,Jan 19
2019-02-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,675963.15,12020733,,675963.15,0.0562331057515378,Feb 19
2019-03-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,736060.82,13090578,,736060.82,0.05622829030162,Mar 19
2019-04-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,799657.36,13043216,,799657.36,0.0613082969721578,Apr 19
2019-05-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,856830.17,14035074,,856830.17,0.0610492092881021,May 19
2019-06-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,795111.21,13068848,,795111.21,0.0608401911170747,Jun 19
2019-07-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,834757.24,13561730,,833791.136742007,0.0615524155104106,Jul 19
2019-08-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,1006746.49,14581206,,896469.722211648,0.0690441167897909,Aug 19
2019-09-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,942665.74,13657431,,839674.946962189,0.0690221857976072,Sep 19
2019-10-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,978509.09,14611618,,898339.487798383,0.0669678806275937,Oct 19
2019-11-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,944148.66,14130617,,868766.979677071,0.0668158127843958,Nov 19
2019-12-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,983574.32,14743014,,906417.868668918,0.0667146025907593,Dec 19
2020-01-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,1019230.72,15046594,,925082.324700128,0.0677383014388505,Jan 20
2020-02-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,937900.88,13850134,,851522.554415191,0.0677178199142333,Feb 20
2020-03-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,1101893.72,16275972,,1000665.93240398,0.0677006399372031,Mar 20
2020-04-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,1010657.95,14599813,,897613.70249155,0.0692240338968725,Apr 20
2020-05-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,1006045.14,14489269,,890817.327145631,0.0694338092556636,May 20
2020-06-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,1155432.22,15027301,,923896.168332086,0.0768888717940767,Jun 20
2020-07-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,1127383.83,15769988,,969557.440011548,0.0714892002454282,Jul 20
2020-08-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,1025966.27,14358729,,882791.574163504,0.0714524433186252,Aug 20
2020-09-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,1118458.98,15658163,,962682.307276552,0.0714297698906315,Sep 20
2020-10-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,1122533.67,15856420,,974871.381192421,0.0707936387911017,Oct 20
2020-11-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,1088273.49,15372176,,945099.489610706,0.0707950188704579,Nov 20
2020-12-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,1190783.33,16832730,,1034896.07013053,0.0707421392727145,Dec 20
2021-01-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,1155445.16,15627741,,960811.926878036,0.0739355201753088,Jan 21
2021-02-01,Atorvastatin 80mg tablets,Atorvastatin,Tablet,1098452.1,14852317,,913137.945872882,0.0739582988970677,Feb 21
2014-01-01,Losartan 12.5mg tablets,Losartan,Tablet,72250.91,391453,,72250.91,0.184571097935129,Jan 14
2014-02-01,Losartan 12.5mg tablets,Losartan,Tablet,65578.11,355441,,65578.11,0.184497877284838,Feb 14
2014-03-01,Losartan 12.5mg tablets,Losartan,Tablet,73028.66,395808,,73028.66,0.184505265179077,Mar 14
2014-04-01,Losartan 12.5mg tablets,Losartan,Tablet,74936.07,406105,,74936.07,0.184523879292301,Apr 14
2014-05-01,Losartan 12.5mg tablets,Losartan,Tablet,79191.45,429183,,79191.45,0.184516744605448,May 14
2014-06-01,Losartan 12.5mg tablets,Losartan,Tablet,76718.03,415889,,76718.03,0.184467562258199,Jun 14
2014-07-01,Losartan 12.5mg tablets,Losartan,Tablet,83527.21,452880,,83527.21,0.184435634163575,Jul 14
2014-08-01,Losartan 12.5mg tablets,Losartan,Tablet,78939.57,428061,,78939.57,0.184411964649898,Aug 14
2014-09-01,Losartan 12.5mg tablets,Losartan,Tablet,82989.85,449603,,82989.85,0.184584733642792,Sep 14
2014-10-01,Losartan 12.5mg tablets,Losartan,Tablet,85317.13,462730,,85317.13,0.184377779698744,Oct 14
2014-11-01,Losartan 12.5mg tablets,Losartan,Tablet,78791,427167,,78791,0.184450109676075,Nov 14
2014-12-01,Losartan 12.5mg tablets,Losartan,Tablet,88654.35,480532,,88654.35,0.184492083773817,Dec 14
2015-01-01,Losartan 12.5mg tablets,Losartan,Tablet,83740.12,453850,,83740.12,0.184510565164702,Jan 15
2015-02-01,Losartan 12.5mg tablets,Losartan,Tablet,78542.58,425845,,78542.58,0.1844393617396,Feb 15
2015-03-01,Losartan 12.5mg tablets,Losartan,Tablet,87405.28,473779,,87405.28,0.184485340211364,Mar 15
2015-04-01,Losartan 12.5mg tablets,Losartan,Tablet,85957.22,466008,,85957.22,0.184454387049149,Apr 15
2015-05-01,Losartan 12.5mg tablets,Losartan,Tablet,85766.99,464754,,85766.99,0.184542768862667,May 15
2015-06-01,Losartan 12.5mg tablets,Losartan,Tablet,89623.32,485936,,89623.32,0.184434411115867,Jun 15
2015-07-01,Losartan 12.5mg tablets,Losartan,Tablet,95314.55,516470,,95314.55,0.18455002226654,Jul 15
2015-08-01,Losartan 12.5mg tablets,Losartan,Tablet,87387.32,472976,,87387.32,0.184760579818003,Aug 15
2015-09-01,Losartan 12.5mg tablets,Losartan,Tablet,94163.71,510188,,94163.71,0.184566689142042,Sep 15
2015-10-01,Losartan 12.5mg tablets,Losartan,Tablet,96007.55,520412,,96007.55,0.184483735963045,Oct 15
2015-11-01,Losartan 12.5mg tablets,Losartan,Tablet,91914.33,498005,,91914.33,0.184565074647845,Nov 15
2015-12-01,Losartan 12.5mg tablets,Losartan,Tablet,103119.37,558752,,103119.37,0.18455302173415,Dec 15
2016-01-01,Losartan 12.5mg tablets,Losartan,Tablet,91213.69,494578,,91213.69,0.184427309746895,Jan 16
2016-02-01,Losartan 12.5mg tablets,Losartan,Tablet,92437.63,500695,,92437.63,0.184618640090275,Feb 16
2016-03-01,Losartan 12.5mg tablets,Losartan,Tablet,97607.76,529182,,97607.76,0.184450264748234,Mar 16
2016-04-01,Losartan 12.5mg tablets,Losartan,Tablet,100231.8,542974,,100231.8,0.184597789212743,Apr 16
2016-05-01,Losartan 12.5mg tablets,Losartan,Tablet,94358.39,509312,,94358.39,0.185266378958281,May 16
2016-06-01,Losartan 12.5mg tablets,Losartan,Tablet,149755.17,516099,TRUE,95615.7929139898,0.290167525997919,Jun 16
2016-07-01,Losartan 12.5mg tablets,Losartan,Tablet,499445.62,526811,,97600.3663653909,0.948054653376638,Jul 16
2016-08-01,Losartan 12.5mg tablets,Losartan,Tablet,491847.61,519850,,96310.7271014624,0.946133711647591,Aug 16
2016-09-01,Losartan 12.5mg tablets,Losartan,Tablet,499432.33,528613,,97934.2163802738,0.944797668615793,Sep 16
2016-10-01,Losartan 12.5mg tablets,Losartan,Tablet,486587.78,514554,,95329.5563584993,0.945649591685226,Oct 16
2016-11-01,Losartan 12.5mg tablets,Losartan,Tablet,500508.05,532225,,98603.3985410711,0.940406876790831,Nov 16
2016-12-01,Losartan 12.5mg tablets,Losartan,Tablet,512687.48,549180,,101744.589996309,0.933550894060235,Dec 16
2017-01-01,Losartan 12.5mg tablets,Losartan,Tablet,477063.51,512480,,94945.3138885398,0.930891956759288,Jan 17
2017-02-01,Losartan 12.5mg tablets,Losartan,Tablet,449304.73,485813,,90004.8153608594,0.924851187596874,Feb 17
2017-03-01,Losartan 12.5mg tablets,Losartan,Tablet,519344.85,565050,,104684.767430377,0.919113087337404,Mar 17
2017-04-01,Losartan 12.5mg tablets,Losartan,Tablet,460267.37,502920,,93174.1673056987,0.915190030223495,Apr 17
2017-05-01,Losartan 12.5mg tablets,Losartan,Tablet,496985.45,546203,,101193.05198615,0.909891468922727,May 17
2017-06-01,Losartan 12.5mg tablets,Losartan,Tablet,499465.62,555423,,102901.208000145,0.899252677688897,Jun 17
2017-07-01,Losartan 12.5mg tablets,Losartan,Tablet,479632.07,539628,,99974.9255444993,0.888819835145693,Jul 17
